gene	chr	strand	is_gxe	is_bg	n_small_indel	n_large_indel	n_SNP	n_sv_total	has_any_sv
Zm00001eb312180	chr7	-	False	True	2	0	22	24	True
Zm00001eb312210	chr7	-	False	True	2	0	7	9	True
Zm00001eb312280	chr7	+	False	True	0	0	1	1	True
Zm00001eb312360	chr7	-	False	True	0	0	1	1	True
Zm00001eb312390	chr7	-	False	True	7	1	27	35	True
Zm00001eb312420	chr7	-	False	True	2	0	17	19	True
Zm00001eb312470	chr7	+	False	True	5	0	8	13	True
Zm00001eb312480	chr7	-	False	True	5	1	25	31	True
Zm00001eb312490	chr7	+	False	True	3	1	14	18	True
Zm00001eb312590	chr7	-	False	True	9	1	24	34	True
Zm00001eb312600	chr7	+	False	True	3	0	6	9	True
Zm00001eb312620	chr7	-	False	True	4	0	6	10	True
Zm00001eb312640	chr7	+	False	True	6	1	31	38	True
Zm00001eb312810	chr7	-	False	True	10	0	35	45	True
Zm00001eb312820	chr7	+	False	True	2	0	12	14	True
Zm00001eb312870	chr7	-	False	True	10	0	45	55	True
Zm00001eb312900	chr7	-	False	True	7	3	21	31	True
Zm00001eb312910	chr7	+	False	True	1	0	0	1	True
Zm00001eb312980	chr7	-	False	True	17	1	83	101	True
Zm00001eb312990	chr7	+	False	True	0	0	0	0	False
Zm00001eb313000	chr7	+	True	False	12	1	53	66	True
Zm00001eb313030	chr7	+	False	True	0	1	2	3	True
Zm00001eb313260	chr7	-	False	True	2	1	1	4	True
Zm00001eb313300	chr7	+	False	True	5	0	6	11	True
Zm00001eb313310	chr7	-	False	True	4	0	9	13	True
Zm00001eb313320	chr7	+	False	True	0	1	0	1	True
Zm00001eb313370	chr7	+	False	True	3	2	16	21	True
Zm00001eb313460	chr7	+	False	True	7	1	20	28	True
Zm00001eb313500	chr7	-	False	True	1	0	0	1	True
Zm00001eb313510	chr7	+	False	True	2	0	2	4	True
Zm00001eb313540	chr7	+	False	True	3	1	0	4	True
Zm00001eb313720	chr7	+	False	True	0	0	2	2	True
Zm00001eb313730	chr7	+	False	True	5	2	38	45	True
Zm00001eb313760	chr7	+	False	True	1	0	1	2	True
Zm00001eb313820	chr7	-	False	True	2	0	7	9	True
Zm00001eb313950	chr7	+	False	True	5	1	21	27	True
Zm00001eb313960	chr7	+	False	True	0	1	0	1	True
Zm00001eb313970	chr7	-	False	True	11	0	35	46	True
Zm00001eb313980	chr7	+	False	True	0	0	0	0	False
Zm00001eb314010	chr7	-	False	True	11	0	7	18	True
Zm00001eb314020	chr7	+	False	True	2	0	22	24	True
Zm00001eb314040	chr7	+	False	True	3	0	17	20	True
Zm00001eb314050	chr7	-	False	True	0	0	4	4	True
Zm00001eb314090	chr7	+	False	True	1	0	4	5	True
Zm00001eb314130	chr7	+	False	True	0	0	1	1	True
Zm00001eb314220	chr7	+	False	True	0	0	1	1	True
Zm00001eb314240	chr7	-	False	True	4	1	9	14	True
Zm00001eb314260	chr7	+	False	True	0	0	4	4	True
Zm00001eb314300	chr7	-	False	True	5	1	27	33	True
Zm00001eb314340	chr7	+	False	True	10	0	24	34	True
Zm00001eb314380	chr7	-	False	True	4	1	17	22	True
Zm00001eb314430	chr7	+	False	True	1	0	5	6	True
Zm00001eb314470	chr7	+	False	True	0	0	0	0	False
Zm00001eb314490	chr7	+	True	False	1	0	0	1	True
Zm00001eb314500	chr7	-	False	True	0	0	0	0	False
Zm00001eb314510	chr7	-	False	True	0	1	10	11	True
Zm00001eb314540	chr7	+	False	True	0	0	6	6	True
Zm00001eb314590	chr7	+	False	True	0	1	6	7	True
Zm00001eb314600	chr7	-	False	True	0	0	1	1	True
Zm00001eb314610	chr7	-	False	True	4	0	6	10	True
Zm00001eb314620	chr7	+	False	True	0	0	3	3	True
Zm00001eb314630	chr7	+	False	True	2	1	17	20	True
Zm00001eb314690	chr7	-	False	True	10	1	32	43	True
Zm00001eb314700	chr7	-	False	True	4	2	10	16	True
Zm00001eb314710	chr7	+	False	True	0	0	8	8	True
Zm00001eb314720	chr7	-	False	True	4	0	7	11	True
Zm00001eb314890	chr7	+	False	True	9	0	10	19	True
Zm00001eb315020	chr7	+	False	True	6	0	13	19	True
Zm00001eb315060	chr7	+	True	False	7	0	50	57	True
Zm00001eb315140	chr7	+	False	True	6	2	26	34	True
Zm00001eb315150	chr7	-	False	True	8	0	50	58	True
Zm00001eb315340	chr7	-	False	True	2	1	6	9	True
Zm00001eb315410	chr7	+	True	False	0	0	0	0	False
Zm00001eb315420	chr7	-	False	True	4	1	10	15	True
Zm00001eb315450	chr7	-	False	True	5	1	7	13	True
Zm00001eb315530	chr7	-	False	True	4	0	14	18	True
Zm00001eb315620	chr7	-	False	True	5	0	29	34	True
Zm00001eb315640	chr7	+	False	True	0	1	3	4	True
Zm00001eb315650	chr7	+	False	True	11	0	10	21	True
Zm00001eb315710	chr7	-	False	True	1	0	0	1	True
Zm00001eb315750	chr7	+	False	True	0	0	2	2	True
Zm00001eb315760	chr7	+	False	True	7	2	22	31	True
Zm00001eb315770	chr7	-	False	True	0	0	0	0	False
Zm00001eb315780	chr7	+	False	True	1	0	3	4	True
Zm00001eb315840	chr7	-	False	True	0	1	1	2	True
Zm00001eb315860	chr7	+	False	True	2	0	3	5	True
Zm00001eb315880	chr7	-	False	True	4	1	15	20	True
Zm00001eb315920	chr7	-	False	True	1	0	0	1	True
Zm00001eb315970	chr7	+	False	True	8	0	24	32	True
Zm00001eb316060	chr7	-	False	True	8	0	16	24	True
Zm00001eb316070	chr7	-	False	True	3	1	17	21	True
Zm00001eb316080	chr7	-	False	True	3	1	17	21	True
Zm00001eb316120	chr7	-	False	True	2	0	8	10	True
Zm00001eb316180	chr7	+	False	True	3	1	11	15	True
Zm00001eb316240	chr7	+	False	True	12	0	10	22	True
Zm00001eb316260	chr7	+	False	True	8	0	28	36	True
Zm00001eb316280	chr7	+	False	True	6	0	29	35	True
Zm00001eb316290	chr7	+	False	True	1	0	0	1	True
Zm00001eb316310	chr7	-	False	True	6	0	26	32	True
Zm00001eb316340	chr7	+	False	True	1	1	8	10	True
Zm00001eb316410	chr7	+	False	True	1	0	8	9	True
Zm00001eb316420	chr7	-	False	True	1	1	11	13	True
Zm00001eb316440	chr7	-	False	True	2	0	0	2	True
Zm00001eb316450	chr7	+	False	True	2	0	1	3	True
Zm00001eb316500	chr7	+	False	True	0	1	5	6	True
Zm00001eb316520	chr7	+	False	True	3	0	11	14	True
Zm00001eb316530	chr7	-	False	True	6	0	39	45	True
Zm00001eb316540	chr7	+	False	True	0	1	1	2	True
Zm00001eb316590	chr7	+	False	True	0	0	7	7	True
Zm00001eb316620	chr7	-	False	True	5	0	4	9	True
Zm00001eb316800	chr7	-	False	True	10	2	26	38	True
Zm00001eb316810	chr7	-	False	True	1	1	5	7	True
Zm00001eb316840	chr7	-	False	True	7	0	18	25	True
Zm00001eb316870	chr7	+	True	False	8	1	23	32	True
Zm00001eb316910	chr7	-	False	True	3	0	9	12	True
Zm00001eb316960	chr7	+	False	True	5	0	9	14	True
Zm00001eb316990	chr7	+	False	True	8	1	14	23	True
Zm00001eb317030	chr7	+	False	True	13	0	14	27	True
Zm00001eb317040	chr7	-	False	True	5	1	8	14	True
Zm00001eb317050	chr7	-	False	True	2	2	10	14	True
Zm00001eb317060	chr7	-	False	True	5	0	8	13	True
Zm00001eb317080	chr7	-	False	True	3	0	1	4	True
Zm00001eb317090	chr7	+	False	True	4	2	24	30	True
Zm00001eb317100	chr7	-	False	True	2	1	21	24	True
Zm00001eb317110	chr7	-	False	True	11	0	46	57	True
Zm00001eb317180	chr7	+	False	True	0	1	2	3	True
Zm00001eb317190	chr7	-	False	True	1	0	0	1	True
Zm00001eb317230	chr7	+	False	True	0	1	8	9	True
Zm00001eb317350	chr7	-	False	True	3	0	12	15	True
Zm00001eb317420	chr7	+	False	True	3	0	16	19	True
Zm00001eb317430	chr7	-	False	True	7	1	18	26	True
Zm00001eb317450	chr7	+	False	True	10	0	25	35	True
Zm00001eb317460	chr7	-	False	True	0	0	0	0	False
Zm00001eb317480	chr7	-	False	True	2	2	7	11	True
Zm00001eb317510	chr7	+	False	True	4	1	10	15	True
Zm00001eb317580	chr7	+	False	True	6	0	9	15	True
Zm00001eb317590	chr7	-	False	True	8	1	53	62	True
Zm00001eb317630	chr7	-	False	True	3	0	16	19	True
Zm00001eb317640	chr7	-	False	True	2	2	12	16	True
Zm00001eb317680	chr7	+	False	True	3	0	4	7	True
Zm00001eb317690	chr7	-	False	True	5	1	25	31	True
Zm00001eb317710	chr7	-	False	True	5	2	29	36	True
Zm00001eb317720	chr7	-	False	True	0	0	4	4	True
Zm00001eb317800	chr7	-	False	True	5	3	34	42	True
Zm00001eb317810	chr7	-	False	True	8	0	34	42	True
Zm00001eb317890	chr7	+	False	True	6	0	17	23	True
Zm00001eb317910	chr7	+	False	True	6	3	51	60	True
Zm00001eb317920	chr7	+	False	True	9	0	10	19	True
Zm00001eb317930	chr7	+	False	True	2	0	1	3	True
Zm00001eb318080	chr7	+	False	True	13	0	11	24	True
Zm00001eb318090	chr7	+	False	True	6	0	39	45	True
Zm00001eb318150	chr7	-	True	False	15	1	19	35	True
Zm00001eb318160	chr7	+	False	True	9	0	42	51	True
Zm00001eb318170	chr7	+	False	True	3	0	3	6	True
Zm00001eb318180	chr7	+	False	True	6	0	8	14	True
Zm00001eb318200	chr7	+	False	True	3	1	28	32	True
Zm00001eb318210	chr7	+	False	True	0	1	8	9	True
Zm00001eb318220	chr7	+	False	True	2	0	8	10	True
Zm00001eb318230	chr7	+	False	True	2	3	7	12	True
Zm00001eb318240	chr7	-	False	True	6	1	46	53	True
Zm00001eb318290	chr7	-	False	True	2	0	9	11	True
Zm00001eb318300	chr7	+	False	True	0	0	0	0	False
Zm00001eb318330	chr7	-	False	True	3	0	1	4	True
Zm00001eb318360	chr7	+	False	True	2	0	7	9	True
Zm00001eb318410	chr7	-	False	True	4	0	50	54	True
Zm00001eb318540	chr7	+	False	True	6	0	19	25	True
Zm00001eb318560	chr7	-	False	True	9	0	23	32	True
Zm00001eb318570	chr7	+	False	True	0	0	3	3	True
Zm00001eb318610	chr7	+	False	True	5	2	19	26	True
Zm00001eb318620	chr7	+	False	True	7	0	34	41	True
Zm00001eb318630	chr7	+	False	True	0	0	1	1	True
Zm00001eb318710	chr7	+	True	False	8	0	40	48	True
Zm00001eb318990	chr7	-	False	True	11	0	10	21	True
Zm00001eb319000	chr7	-	False	True	6	0	20	26	True
Zm00001eb319010	chr7	-	False	True	5	0	49	54	True
Zm00001eb319020	chr7	+	False	True	6	1	21	28	True
Zm00001eb319030	chr7	-	False	True	7	1	28	36	True
Zm00001eb319050	chr7	-	False	True	5	0	15	20	True
Zm00001eb319090	chr7	-	False	True	11	0	8	19	True
Zm00001eb319110	chr7	-	False	True	0	0	0	0	False
Zm00001eb319210	chr7	+	False	True	3	0	27	30	True
Zm00001eb319220	chr7	-	False	True	3	1	17	21	True
Zm00001eb319240	chr7	+	False	True	10	2	47	59	True
Zm00001eb319250	chr7	+	False	True	9	1	26	36	True
Zm00001eb319460	chr7	+	False	True	2	0	13	15	True
Zm00001eb319520	chr7	+	False	True	5	0	15	20	True
Zm00001eb319550	chr7	-	False	True	5	1	13	19	True
Zm00001eb319560	chr7	-	False	True	0	0	0	0	False
Zm00001eb319590	chr7	-	False	True	0	0	4	4	True
Zm00001eb319610	chr7	+	False	True	1	0	0	1	True
Zm00001eb319680	chr7	-	False	True	0	0	2	2	True
Zm00001eb319710	chr7	-	False	True	7	0	27	34	True
Zm00001eb319720	chr7	-	False	True	11	0	29	40	True
Zm00001eb319780	chr7	-	False	True	8	1	43	52	True
Zm00001eb319820	chr7	-	False	True	13	1	20	34	True
Zm00001eb319930	chr7	-	False	True	1	0	8	9	True
Zm00001eb319960	chr7	-	False	True	6	1	15	22	True
Zm00001eb320010	chr7	+	False	True	1	0	1	2	True
Zm00001eb320030	chr7	+	False	True	9	0	16	25	True
Zm00001eb320050	chr7	+	False	True	7	2	37	46	True
Zm00001eb320070	chr7	-	False	True	9	0	30	39	True
Zm00001eb320090	chr7	-	False	True	4	1	10	15	True
Zm00001eb320100	chr7	-	False	True	7	1	6	14	True
Zm00001eb320120	chr7	+	False	True	3	0	11	14	True
Zm00001eb320130	chr7	-	False	True	1	2	8	11	True
Zm00001eb320150	chr7	+	False	True	1	1	7	9	True
Zm00001eb320270	chr7	+	False	True	0	0	0	0	False
Zm00001eb320280	chr7	+	False	True	4	1	16	21	True
Zm00001eb320300	chr7	-	False	True	5	0	11	16	True
Zm00001eb320310	chr7	-	False	True	2	1	20	23	True
Zm00001eb320330	chr7	+	False	True	4	1	13	18	True
Zm00001eb320340	chr7	-	False	True	3	0	20	23	True
Zm00001eb320360	chr7	-	False	True	4	1	27	32	True
Zm00001eb320450	chr7	-	False	True	8	2	27	37	True
Zm00001eb320460	chr7	-	False	True	1	0	0	1	True
Zm00001eb320480	chr7	-	False	True	1	0	4	5	True
Zm00001eb320510	chr7	-	False	True	7	1	35	43	True
Zm00001eb320520	chr7	+	False	True	2	1	4	7	True
Zm00001eb320540	chr7	+	False	True	8	1	13	22	True
Zm00001eb320550	chr7	-	False	True	3	2	3	8	True
Zm00001eb320590	chr7	+	False	True	0	1	3	4	True
Zm00001eb320600	chr7	+	False	True	12	0	13	25	True
Zm00001eb320610	chr7	+	False	True	0	0	1	1	True
Zm00001eb320650	chr7	+	False	True	5	0	2	7	True
Zm00001eb320670	chr7	-	False	True	0	0	2	2	True
Zm00001eb320680	chr7	-	True	False	7	0	13	20	True
Zm00001eb320750	chr7	-	False	True	2	1	3	6	True
Zm00001eb320760	chr7	+	False	True	0	0	0	0	False
Zm00001eb320790	chr7	+	False	True	7	0	18	25	True
Zm00001eb320800	chr7	-	False	True	1	0	7	8	True
Zm00001eb320850	chr7	+	False	True	0	0	6	6	True
Zm00001eb320870	chr7	-	False	True	3	1	14	18	True
Zm00001eb320890	chr7	-	True	False	1	0	6	7	True
Zm00001eb320900	chr7	+	False	True	2	0	15	17	True
Zm00001eb320910	chr7	+	False	True	7	0	23	30	True
Zm00001eb320920	chr7	+	False	True	0	1	3	4	True
Zm00001eb320950	chr7	-	False	True	2	0	4	6	True
Zm00001eb320980	chr7	-	False	True	0	2	11	13	True
Zm00001eb320990	chr7	-	False	True	7	1	11	19	True
Zm00001eb321030	chr7	-	False	True	2	0	0	2	True
Zm00001eb321110	chr7	+	False	True	8	0	11	19	True
Zm00001eb321180	chr7	+	False	True	4	1	44	49	True
Zm00001eb321200	chr7	+	False	True	0	1	1	2	True
Zm00001eb321250	chr7	-	False	True	3	0	26	29	True
Zm00001eb321320	chr7	+	False	True	1	0	1	2	True
Zm00001eb321330	chr7	-	False	True	3	0	34	37	True
Zm00001eb321340	chr7	-	False	True	3	2	17	22	True
Zm00001eb321350	chr7	-	False	True	2	2	9	13	True
Zm00001eb321400	chr7	+	False	True	0	1	7	8	True
Zm00001eb321420	chr7	+	False	True	2	0	5	7	True
Zm00001eb321450	chr7	-	False	True	2	0	0	2	True
Zm00001eb321470	chr7	-	False	True	0	0	1	1	True
Zm00001eb321550	chr7	-	False	True	0	0	1	1	True
Zm00001eb321560	chr7	+	False	True	0	0	1	1	True
Zm00001eb321670	chr7	+	False	True	5	0	9	14	True
Zm00001eb321710	chr7	+	False	True	1	0	2	3	True
Zm00001eb321720	chr7	-	False	True	9	0	35	44	True
Zm00001eb321740	chr7	+	False	True	3	0	17	20	True
Zm00001eb321750	chr7	-	False	True	5	0	39	44	True
Zm00001eb321770	chr7	+	False	True	2	1	31	34	True
Zm00001eb321780	chr7	-	False	True	2	0	5	7	True
Zm00001eb321790	chr7	-	False	True	4	2	13	19	True
Zm00001eb321820	chr7	+	False	True	20	1	57	78	True
Zm00001eb321830	chr7	-	False	True	3	1	9	13	True
Zm00001eb321870	chr7	-	False	True	1	0	2	3	True
Zm00001eb321890	chr7	-	False	True	14	1	66	81	True
Zm00001eb321910	chr7	-	False	True	4	0	23	27	True
Zm00001eb321990	chr7	+	False	True	0	0	1	1	True
Zm00001eb322080	chr7	+	False	True	0	0	0	0	False
Zm00001eb322130	chr7	+	False	True	0	0	1	1	True
Zm00001eb322140	chr7	+	False	True	4	0	13	17	True
Zm00001eb322150	chr7	-	False	True	3	0	2	5	True
Zm00001eb322160	chr7	-	False	True	2	1	7	10	True
Zm00001eb322180	chr7	-	False	True	4	0	17	21	True
Zm00001eb322280	chr7	-	False	True	2	1	6	9	True
Zm00001eb322310	chr7	+	False	True	4	0	8	12	True
Zm00001eb322320	chr7	-	False	True	2	2	8	12	True
Zm00001eb322340	chr7	-	False	True	6	2	17	25	True
Zm00001eb322360	chr7	-	False	True	2	0	24	26	True
Zm00001eb322370	chr7	+	False	True	4	2	27	33	True
Zm00001eb322380	chr7	+	False	True	6	1	29	36	True
Zm00001eb322390	chr7	+	False	True	18	0	14	32	True
Zm00001eb322400	chr7	-	False	True	3	0	14	17	True
Zm00001eb322430	chr7	-	False	True	3	1	33	37	True
Zm00001eb322440	chr7	-	False	True	7	0	31	38	True
Zm00001eb322450	chr7	+	False	True	7	0	36	43	True
Zm00001eb322480	chr7	+	False	True	11	0	25	36	True
Zm00001eb322530	chr7	+	False	True	3	0	15	18	True
Zm00001eb322600	chr7	-	False	True	2	0	4	6	True
Zm00001eb322620	chr7	+	False	True	4	2	29	35	True
Zm00001eb322630	chr7	-	False	True	0	0	0	0	False
Zm00001eb322650	chr7	+	False	True	1	1	6	8	True
Zm00001eb322660	chr7	-	False	True	7	1	30	38	True
Zm00001eb322720	chr7	+	False	True	2	0	17	19	True
Zm00001eb322740	chr7	+	False	True	2	0	8	10	True
Zm00001eb322750	chr7	+	False	True	4	1	34	39	True
Zm00001eb322810	chr7	-	False	True	3	3	11	17	True
Zm00001eb322820	chr7	-	False	True	2	1	11	14	True
Zm00001eb322850	chr7	+	False	True	1	0	2	3	True
Zm00001eb322860	chr7	-	False	True	5	0	27	32	True
Zm00001eb322940	chr7	+	False	True	3	1	17	21	True
Zm00001eb322950	chr7	-	True	False	6	0	25	31	True
Zm00001eb322970	chr7	+	False	True	8	0	8	16	True
Zm00001eb323050	chr7	+	False	True	1	0	3	4	True
Zm00001eb323110	chr7	-	False	True	8	0	29	37	True
Zm00001eb323120	chr7	-	False	True	3	1	10	14	True
Zm00001eb323140	chr7	+	False	True	2	0	22	24	True
Zm00001eb323150	chr7	-	False	True	10	0	33	43	True
Zm00001eb323170	chr7	-	False	True	3	0	11	14	True
Zm00001eb323260	chr7	+	False	True	5	0	26	31	True
Zm00001eb323280	chr7	+	False	True	5	0	19	24	True
Zm00001eb323370	chr7	+	False	True	2	0	1	3	True
Zm00001eb323440	chr7	-	False	True	2	0	7	9	True
Zm00001eb323450	chr7	+	False	True	11	1	10	22	True
Zm00001eb323490	chr7	+	False	True	0	0	2	2	True
Zm00001eb323500	chr7	+	False	True	6	0	20	26	True
Zm00001eb323510	chr7	+	False	True	9	0	35	44	True
Zm00001eb323520	chr7	+	False	True	4	1	8	13	True
Zm00001eb323530	chr7	-	False	True	12	0	24	36	True
Zm00001eb323570	chr7	-	False	True	5	1	20	26	True
Zm00001eb323590	chr7	+	False	True	1	0	1	2	True
Zm00001eb323600	chr7	-	False	True	22	0	89	111	True
Zm00001eb323700	chr7	-	False	True	8	1	11	20	True
Zm00001eb323710	chr7	-	False	True	16	1	21	38	True
Zm00001eb323730	chr7	-	False	True	1	0	8	9	True
Zm00001eb323770	chr7	-	False	True	0	0	2	2	True
Zm00001eb323790	chr7	-	False	True	0	0	0	0	False
Zm00001eb323800	chr7	+	False	True	0	0	8	8	True
Zm00001eb323810	chr7	+	False	True	1	0	5	6	True
Zm00001eb323830	chr7	+	False	True	5	1	14	20	True
Zm00001eb323840	chr7	-	False	True	4	0	24	28	True
Zm00001eb323880	chr7	-	False	True	5	0	31	36	True
Zm00001eb323920	chr7	-	False	True	13	0	19	32	True
Zm00001eb323940	chr7	+	False	True	6	0	26	32	True
Zm00001eb324090	chr7	-	False	True	1	0	4	5	True
Zm00001eb324100	chr7	-	False	True	3	0	6	9	True
Zm00001eb324210	chr7	-	False	True	8	0	22	30	True
Zm00001eb324220	chr7	-	False	True	12	1	21	34	True
Zm00001eb324240	chr7	+	False	True	8	0	10	18	True
Zm00001eb324250	chr7	-	False	True	2	0	2	4	True
Zm00001eb324260	chr7	+	False	True	8	3	20	31	True
Zm00001eb324270	chr7	+	False	True	0	0	0	0	False
Zm00001eb324310	chr7	-	False	True	1	0	6	7	True
Zm00001eb324390	chr7	-	False	True	0	1	8	9	True
Zm00001eb324430	chr7	-	False	True	5	2	19	26	True
Zm00001eb324440	chr7	-	False	True	1	0	0	1	True
Zm00001eb324450	chr7	-	False	True	0	0	1	1	True
Zm00001eb324510	chr7	+	False	True	7	0	21	28	True
Zm00001eb324540	chr7	-	False	True	6	3	13	22	True
Zm00001eb324570	chr7	+	False	True	3	1	15	19	True
Zm00001eb324590	chr7	-	False	True	7	0	29	36	True
Zm00001eb324600	chr7	+	False	True	5	1	8	14	True
Zm00001eb324620	chr7	-	False	True	4	1	9	14	True
Zm00001eb324670	chr7	-	False	True	6	2	30	38	True
Zm00001eb324690	chr7	-	False	True	5	0	23	28	True
Zm00001eb324730	chr7	+	False	True	14	0	61	75	True
Zm00001eb324740	chr7	-	False	True	2	0	6	8	True
Zm00001eb324750	chr7	+	False	True	0	0	2	2	True
Zm00001eb324760	chr7	+	False	True	4	0	20	24	True
Zm00001eb324850	chr7	-	False	True	3	0	5	8	True
Zm00001eb324900	chr7	-	False	True	9	1	25	35	True
Zm00001eb324930	chr7	-	False	True	3	0	14	17	True
Zm00001eb324990	chr7	-	False	True	2	0	2	4	True
Zm00001eb325000	chr7	+	False	True	0	0	0	0	False
Zm00001eb325040	chr7	-	False	True	2	0	5	7	True
Zm00001eb325080	chr7	+	False	True	0	0	0	0	False
Zm00001eb325100	chr7	+	False	True	9	4	22	35	True
Zm00001eb325110	chr7	+	True	False	3	0	11	14	True
Zm00001eb325150	chr7	-	False	True	15	1	22	38	True
Zm00001eb325170	chr7	-	False	True	8	0	14	22	True
Zm00001eb325220	chr7	+	False	True	5	1	24	30	True
Zm00001eb325270	chr7	-	False	True	5	0	7	12	True
Zm00001eb325320	chr7	+	False	True	0	0	0	0	False
Zm00001eb325330	chr7	+	False	True	9	1	13	23	True
Zm00001eb325360	chr7	-	False	True	2	0	9	11	True
Zm00001eb325380	chr7	+	False	True	0	0	4	4	True
Zm00001eb325420	chr7	+	False	True	6	1	18	25	True
Zm00001eb325430	chr7	-	False	True	5	2	4	11	True
Zm00001eb325500	chr7	+	False	True	8	0	11	19	True
Zm00001eb325570	chr7	-	False	True	0	0	1	1	True
Zm00001eb325580	chr7	+	False	True	1	0	27	28	True
Zm00001eb325590	chr7	+	False	True	12	0	13	25	True
Zm00001eb325610	chr7	-	False	True	1	0	1	2	True
Zm00001eb325640	chr7	+	False	True	0	0	1	1	True
Zm00001eb325650	chr7	-	False	True	1	0	0	1	True
Zm00001eb325710	chr7	-	False	True	2	1	6	9	True
Zm00001eb325740	chr7	-	False	True	1	1	6	8	True
Zm00001eb325750	chr7	+	False	True	13	1	21	35	True
Zm00001eb325760	chr7	-	False	True	0	0	0	0	False
Zm00001eb325800	chr7	+	False	True	5	1	8	14	True
Zm00001eb325810	chr7	+	False	True	2	0	15	17	True
Zm00001eb326010	chr7	-	False	True	5	0	13	18	True
Zm00001eb326060	chr7	+	False	True	3	1	6	10	True
Zm00001eb326130	chr7	+	False	True	0	0	0	0	False
Zm00001eb326180	chr7	-	False	True	0	1	16	17	True
Zm00001eb326190	chr7	-	False	True	11	0	18	29	True
Zm00001eb326230	chr7	+	False	True	0	1	7	8	True
Zm00001eb326320	chr7	+	False	True	4	0	27	31	True
Zm00001eb326330	chr7	-	False	True	0	1	0	1	True
Zm00001eb326410	chr7	-	False	True	2	0	19	21	True
Zm00001eb326460	chr7	-	False	True	9	0	23	32	True
Zm00001eb326610	chr7	-	False	True	10	0	23	33	True
Zm00001eb326620	chr7	-	False	True	8	3	17	28	True
Zm00001eb326630	chr7	-	False	True	5	1	12	18	True
Zm00001eb326640	chr7	+	False	True	3	0	6	9	True
Zm00001eb326660	chr7	-	False	True	1	1	5	7	True
Zm00001eb326710	chr7	+	False	True	0	1	2	3	True
Zm00001eb326720	chr7	+	False	True	0	0	0	0	False
Zm00001eb326730	chr7	+	False	True	4	0	22	26	True
Zm00001eb326740	chr7	+	False	True	0	0	1	1	True
Zm00001eb326760	chr7	-	False	True	1	1	3	5	True
Zm00001eb326780	chr7	-	False	True	7	1	14	22	True
Zm00001eb326820	chr7	-	False	True	11	3	59	73	True
Zm00001eb326840	chr7	-	False	True	14	0	45	59	True
Zm00001eb326850	chr7	+	False	True	7	1	16	24	True
Zm00001eb326860	chr7	-	False	True	9	1	24	34	True
Zm00001eb326870	chr7	-	False	True	9	1	18	28	True
Zm00001eb326880	chr7	+	False	True	3	1	18	22	True
Zm00001eb326900	chr7	-	False	True	8	0	42	50	True
Zm00001eb326920	chr7	-	False	True	4	0	4	8	True
Zm00001eb326960	chr7	+	False	True	10	0	27	37	True
Zm00001eb327010	chr7	-	False	True	12	1	64	77	True
Zm00001eb327040	chr7	+	False	True	0	0	0	0	False
Zm00001eb327120	chr7	+	False	True	9	1	33	43	True
Zm00001eb327130	chr7	+	False	True	4	0	21	25	True
Zm00001eb327140	chr7	-	False	True	3	1	11	15	True
Zm00001eb327150	chr7	+	False	True	0	0	0	0	False
Zm00001eb327170	chr7	+	False	True	1	0	1	2	True
Zm00001eb327210	chr7	+	False	True	0	0	3	3	True
Zm00001eb327220	chr7	+	True	False	12	0	38	50	True
Zm00001eb327230	chr7	-	False	True	1	0	0	1	True
Zm00001eb327240	chr7	+	False	True	0	0	0	0	False
Zm00001eb327250	chr7	-	False	True	0	0	2	2	True
Zm00001eb327260	chr7	+	False	True	0	0	0	0	False
Zm00001eb327270	chr7	+	False	True	7	0	33	40	True
Zm00001eb327280	chr7	-	False	True	5	1	40	46	True
Zm00001eb327290	chr7	+	False	True	0	1	2	3	True
Zm00001eb327320	chr7	-	False	True	2	0	10	12	True
Zm00001eb327330	chr7	-	True	False	0	0	27	27	True
Zm00001eb327340	chr7	+	False	True	6	0	15	21	True
Zm00001eb327350	chr7	+	False	True	11	0	21	32	True
Zm00001eb327390	chr7	-	False	True	1	0	3	4	True
Zm00001eb327420	chr7	+	False	True	3	0	6	9	True
Zm00001eb327430	chr7	-	False	True	6	0	18	24	True
Zm00001eb327450	chr7	+	False	True	5	0	9	14	True
Zm00001eb327470	chr7	+	False	True	2	0	9	11	True
Zm00001eb327480	chr7	-	False	True	4	0	21	25	True
Zm00001eb327530	chr7	-	False	True	2	0	7	9	True
Zm00001eb327640	chr7	+	False	True	0	0	1	1	True
Zm00001eb327670	chr7	+	False	True	10	0	18	28	True
Zm00001eb327680	chr7	-	False	True	3	1	10	14	True
Zm00001eb327690	chr7	-	False	True	8	1	20	29	True
Zm00001eb327720	chr7	+	False	True	1	0	0	1	True
Zm00001eb327760	chr7	-	False	True	4	0	16	20	True
Zm00001eb327770	chr7	-	False	True	4	1	8	13	True
Zm00001eb327780	chr7	+	False	True	1	0	6	7	True
Zm00001eb327790	chr7	+	False	True	6	0	16	22	True
Zm00001eb327810	chr7	-	False	True	0	0	2	2	True
Zm00001eb327820	chr7	-	False	True	0	0	0	0	False
Zm00001eb327880	chr7	-	False	True	3	0	3	6	True
Zm00001eb327920	chr7	+	False	True	5	0	6	11	True
Zm00001eb327970	chr7	+	False	True	4	0	38	42	True
Zm00001eb327990	chr7	-	False	True	0	0	1	1	True
Zm00001eb328280	chr7	-	False	True	9	0	6	15	True
